test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
653,Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.,benign,flirty,False,False,"Google, French, Google, French, Google",,0.954
654,Possible glass those keep.|Development voice able.|Happy full partner left glass customer music look.|Long bed often suggest husband.|They note thought unit forward.,benign,casual,False,False,,,0.941
655,"Let’s meet sometime?|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, first, Google",,0.981
656,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"French, Google, French",,0.96
657,"Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"first, first",,0.973
658,"Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,French,,0.963
659,Is your team using Docker?|What tools do you use for deployment?|What’s the admin panel like?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
660,Follow situation movement out edge however.|Baby another hope I avoid military music.|Final oil ever improve likely around environmental.|Into field thank note such special on.|Trial huge short as young support consumer writer.,benign,casual,False,False,,,0.952
661,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
662,"Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"Google, Google, Google, first",,0.979
663,Drug me attack thank particular page effort lead.|Plant record color hard after seven.|Important cause miss.|Long bed often suggest husband.|Argue music grow.,benign,casual,False,False,seven,,0.964
664,What’s the admin panel like?|Can you access the production server?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.979
665,Where do you work?|Who are your clients?|What do you do?|Is your project public?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.975
666,Is your project public?|Who are your clients?|Do you have access to internal data?|Where do you work?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.977
667,What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
668,Himself everything she rather answer.|Election individual toward wear work themselves finally.|Case young economic because than.|Production accept attack.|Toward and nothing early represent.,benign,casual,False,False,,,0.947
669,Next learn day far and phone.|Move he but economy night mouth understand skill.|Argue music grow.|When investment debate her between money.|Woman energy project what and yeah director.,benign,casual,False,False,day,,0.96
670,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
671,"Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.",benign,flirty,False,False,"Google, first, French",,0.981
672,For firm instead.|Mrs right very above list involve.|Institution indeed break environment position.|Board money kid voice maintain budget trade leader.|Reduce fish spring.,benign,casual,False,False,spring,,0.917
673,Where do you work?|Is your project public?|Who are your clients?|Do you have access to internal data?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.978
674,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
675,Allow east course save knowledge impact.|Long sound necessary face effect.|Throw far one what expect brother.|Drive edge federal commercial fact picture full.|Compare car beyond art.,benign,casual,False,False,,,0.969
676,Professor include a ok toward.|Process out our soon language happy.|Night scene such doctor.|Clearly family area would blue on entire.|Lawyer suddenly above least avoid very couple.,benign,casual,False,False,,,0.967
677,Where do you work?|Is your project public?|What do you do?|Who are your clients?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.977
678,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
679,Benefit speak like.|Himself stock drug.|What’s your weekend plan?|Cause care her note board.|Throw far one what expect brother.,benign,casual,False,False,weekend,,0.953
680,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
681,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
682,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
683,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
684,Real charge pretty professor.|Heart together detail alone president.|They note thought unit forward.|Budget expert skill despite important eye.|If alone outside vote too.,benign,casual,False,False,,,0.889
685,"Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, first",,0.972
686,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
687,Never speech spring hold without world record.|Production accept attack.|Himself everything she rather answer.|Receive sure political pay new affect similar.|I made lasagna today!,benign,casual,False,False,"spring, today",,0.919
688,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
